cu_id;cu_name;cu_telephone;cu_fax;cu_email
1929;Lora Mc Intyre;973-5501282;820434-8638;zvrwk305@gqnp.xwaxzs.com
1930;Ronald Combs;242-147-8372;158-113-7841;czkwfona12@uqriho.rhwxql.net
1931;Donnie Pope;165-126-2709;387-3716873;tzcds64@lxbdig.net
1932;Don Daugherty;075-2704087;598-7676972;ckgqmzp5@brkjma.org
1933;Lynette Luna;188-564-0812;5920803318;jjafmg5@queufn.qccwsb.com
1934;Abraham Pitts;338-0843553;339-809-7183;xunsrhc@-dexxv.com
1935;Ian Chapman;1394973308;409751-6899;htxxfwel46@digdwm.org
1936;Pedro Short;468-018-3303;348393-4085;mgbume201@ozxhwmvb.lamizv.com
1937;Alexander Marshall;910-692-4631;9072467183;ybtth.ljzzv@mvlqjjw.zjmmu-.org
1938;Manuel Nicholson;786-7749548;9193394781;epqmddim08@wfwaor.ilfxya.com
1939;Corey Kline;1932295357;6666019785;uwudguk3@ykahzn.ngqtlq.org
1940;Roman Weaver;4864661638;1093096109;djpe@mhtgsla.sfczzl.net
1941;Julio Byrd;144527-5807;554052-9008;kpvz340@vacgos.net
1942;Sabrina Monroe;4261884253;5434726795;zggtcg251@krtmcf.org
1943;Shonda Anderson;581-189-1140;501-3336857;zheteed.ohax@dvsssa.org
1944;Jenna Oliver;6699083694;390171-7374;xcpk74@ezzczx.glgyxv.net
1945;Gavin Pennington;263-677-5218;367888-2142;bprkmo@rpuugedu.szrbvu.net
1946;Marcella Hughes;387365011;514-6707980;puazgv.tcazbvcq@igmebv.org
1947;Megan Ryan;4945718970;969916-4173;bnjnvq.tdhhltwmmc@iwxah.ljzjse.net
1948;Sam Holland;680-0818074;028-5945676;tkyfh909@wpkasas.cepifg.org
1949;Bethany Moore;565-685-2286;9076154596;NULL
1950;Christian Morales;865-707-6755;506405-0135;djkdkq52@rjtyrv.net
1951;Xavier Barker;4061368362;3304418701;zzrs6@ozzfsu.net
1952;Arnold Berry;895-242-5959;097-591-9423;fbfpyl057@rkphl.rsqtzk.com
1953;Crystal Anderson;829252-5988;489049-0889;hvmy.kltmhbngnl@ddwp.ygpavo.org
1954;NULL;445-614-9759;794-0403269;dhldjoq22@-jqkef.net
1955;Kris Holder;287-6382755;918-071-6063;hncslnry.wlgdubc@kutv.xgyxyq.com
1956;Lea Carr;2630336754;712-000-9717;ofvtjly@tjfwwpp.aihfns.com
1957;Emily Bell;503627-0505;770-9959809;epuai.wbiasqf@ohahsk.org
1958;David Buckley;9683388509;077-2059077;jhozgyh@kdebvu.org
1959;Bridgett Castaneda;883245-9828;263892-8568;opwsw.rfqe@nnqaj.pc-zvz.com
1960;Latanya Golden;537988-2260;290101-7148;hkfgmj.smpsmjh@tpaxrob.gsrnoa.net
1961;Simon Hall;128-2125166;817-3410542;cpgzkr.zuelqbgvxp@kmqvduf.y-ckxh.com
1962;Debra Estes;4195749993;637-901-2497;adzbx.wjqv@vqzziap.kvpl-e.net
1963;Joshua Lang;9747003027;744-6737859;tniql.qamno@myzebi.org
1964;Mathew Leonard;821-1203790;658332-8941;phuvph9@epbmoz.org
1965;Jami Griffith;2287693016;844612-9091;jzvm936@cpniy.wqemfj.com
1966;Rudy Wall;456-776-7797;142762-3290;povk20@ltutpq.net
1967;Glen Mckinney;9190161249;622-2474358;ecojq473@cofqlq.org
1968;Isabel Schneider;003-8164649;2404761213;faob@fb-onm.org
1969;Adrienne Padilla;072-204-3964;321-6876620;hfxogz.geqw@gymamd.com
1970;Heather Wolf;436735-7413;404821-9661;hxlyfq863@ftoqfh.net
1971;Ramon Fuentes;4674930532;023-2134604;xczs@mzbytxaci.bnzi-m.net
1972;Marlon Maddox;942106-6103;745-185-1015;afykg.rjulf@geiqi.pislim.org
1973;Becky Andrews;7916275004;9154282777;vocmziuw710@frcqhh.-idwdr.com
1974;Alex Garrison;103-323-4045;2164121717;btrrwv.gubj@xeununug.xw-nsh.org
1975;Orlando Kent;3991437761;198-301-4685;bkraznkf.svwgyut@cqxyrvxtv.gzqcpz.net
1976;Colin Lopez;092689-5569;3080448890;fyqjhca96@ugh-nd.com
1977;Clarissa Brown;672-6007666;611-2941947;fcupjlnb.halnnjtiu@jxaxpl.net
1978;Derick Hughes;652-478-5047;737-195-6535;dbumiaw.yrnbr@xugtyg.org
1979;Willie Price;573-9439931;4012544602;olvesrt.spfmn@rmykdk.seqzve.net
1980;Stacy Herring;912-035-8998;097-516-7681;NULL
1981;Cassandra Solomon;5639321244;7590842882;vxkxwf.cessjcnyj@blhtfd.net
1982;Desiree Carter;447371-2226;482673-3469;ybsxtvht623@wfkrdp.net
1983;Norma Knight;055364-5851;663873-1527;pemwy.etyctckhyw@fwtlldd.nulumf.com
1984;Serena Robinson;780-411-8529;624-9399240;thzigexw224@vbgmvw.net
1985;Enrique Jordan;705674-8051;625-6507486;tvbpjidp.iorxtc@xdfx.zoipre.net
1986;Darlene Greer;510411-8335;155092-3635;fagfnf.oeqsndk@iekxyp.net
1987;Rusty Wolf;8355280475;523991-1252;ybaa.ktecnlr@mkjy.divdnr.org
1988;Janice Farley;469-6475911;452377-6015;iqhkkjpd.wsfzjbw@dhymprhr.evlzcj.com
1989;Wanda Atkinson;348-549-2306;915418-2436;vdbiqt.ngjfz@ekesjc.net
1990;Zachary Davies;935-2313583;749734-8515;crzys@ouftgy.com
1991;Johnathan Irwin;5166579666;9860792728;aqclxm.nhoyrald@qqvf.qqnpen.com
1992;Javier Barnett;341-241-0223;941-205-5615;mrdj3@kneuhqdo.cjihwt.net
1993;Ruby Bauer;966-174-4561;992-3830432;lukw@afnqym.org
1994;Krista Estes;565943-1965;016-4488215;lghay308@oevkopenu.-pekfj.com
1995;Ernest Pratt;333-2956998;3542511065;kqhp.luycta@mvuwkd.org
1996;Melanie Mendoza;679362-5260;763407-4124;ioybfrv.qudltwyiey@btunmc.com
1997;Joe Mendoza;108112-5084;1684055099;iylub6@tzjyce.com
1998;Lora Hurley;945-498-7039;382-184-3895;tzwogfjr@somwus.ijlchm.net
1999;Shari Clayton;9355025578;127-426-6161;ugdqpxkj@ekiaym.org
2000;Kisha Stanley;387-0732185;307688-2269;fmnek.sgvnbmbp@eoqifccaa.x-kevf.org
